sku,unit,warehouse,day,document_number,order_qty,prior_orders,prior_window_days,historical_median,threshold_iqr,threshold_8median,reason,excluded_qty,exclusion_status,month,comparable,matches_signed,sales_qty_raw,monthly_matches_signed,review_reason
030200193_,шт,Алматы,2026-05-15,20000050457,3780.0,1378,180,29.5,305.0,236.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-16,20000050833,840.0,1391,180,28.0,290.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-18,20000051499,600.0,1369,180,27.0,290.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-19,20000051690,420.0,1371,180,27.0,290.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-19,20000052312,420.0,1371,180,27.0,290.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-20,20000052341,420.0,1367,180,29.0,290.0,232.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-20,20000052547,7560.0,1367,180,29.0,290.0,232.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-20,20000052603,3780.0,1367,180,29.0,290.0,232.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-20,20000052751,420.0,1367,180,29.0,290.0,232.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-23,20000053873,420.0,1392,180,28.5,310.0,228.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-25,20000054916,420.0,1378,180,30.0,330.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-26,20000054869,1000.0,1377,180,28.0,330.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-28,20000055474,420.0,1371,180,29.0,330.0,232.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-29,20000056099,420.0,1380,180,29.5,330.0,236.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-05-30,20000059792,630.0,1390,180,30.0,330.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,24783.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-01,20000057546,420.0,1372,180,30.0,335.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-03,20000058401,3780.0,1385,180,30.0,330.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-05,20000059653,420.0,1384,180,30.0,335.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-05,30000001568,420.0,1384,180,30.0,335.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-06,20000059933,1050.0,1398,180,30.0,330.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-08,20000060916,3780.0,1387,180,30.0,330.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-09,20000061278,420.0,1385,180,30.0,330.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-11,20000062263,420.0,1392,180,30.0,330.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-12,20000063178,630.0,1395,180,30.0,330.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-15,20000064066,500.0,1404,180,28.0,310.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-16,20000063830,420.0,1400,180,27.0,290.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-16,20000064624,420.0,1400,180,27.0,290.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-17,20000064469,500.0,1405,180,27.0,290.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-17,20000064739,630.0,1405,180,27.0,290.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-17,20000065325,1050.0,1405,180,27.0,290.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-18,20000065538,1470.0,1408,180,27.0,295.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-19,20000066374,420.0,1415,180,28.0,300.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-19,30000001708,630.0,1415,180,28.0,300.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-20,20000066832,600.0,1423,180,27.0,300.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-22,20000067045,300.0,1409,180,26.0,290.0,208.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-22,20000067234,420.0,1409,180,26.0,290.0,208.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-23,20000067747,300.0,1413,180,26.0,290.0,208.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-23,20000068009,1050.0,1413,180,26.0,290.0,208.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-24,20000068373,420.0,1424,180,26.5,315.0,212.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-24,20000068558,420.0,1424,180,26.5,315.0,212.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-24,20000068754,3780.0,1424,180,26.5,315.0,212.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-25,20000069408,420.0,1434,180,26.0,330.0,208.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-06-27,20000069998,2100.0,1451,180,25.0,330.0,200.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,29064.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-03,20000072243,420.0,1475,180,27.0,350.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-03,20000072889,420.0,1475,180,27.0,350.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-03,20000073273,3780.0,1475,180,27.0,350.0,216.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-07,20000073795,630.0,1483,180,28.0,360.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-08,20000074559,420.0,1488,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-09,20000074920,3000.0,1492,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-10,20000075523,2100.0,1495,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-11,20000074264,420.0,1510,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-11,20000075851,500.0,1510,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-11,20000076220,420.0,1510,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-13,20000076633,420.0,1496,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-13,20000076746,481.0,1496,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-14,20000076925,630.0,1503,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-15,20000077638,420.0,1500,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-15,20000077817,630.0,1500,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-20,20000079062,1050.0,1520,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-21,20000079871,500.0,1522,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-21,20000080552,840.0,1522,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-22,20000081237,420.0,1527,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-22,20000081449,630.0,1527,180,28.0,370.0,224.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-23,20000081623,1050.0,1530,180,27.5,370.0,220.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-23,30000002051,3780.0,1530,180,27.5,370.0,220.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-24,20000082602,420.0,1541,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-25,20000082809,420.0,1554,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-27,20000082899,1050.0,1538,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-28,20000083768,2100.0,1544,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-28,20000084065,420.0,1544,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-28,20000084158,486.0,1544,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-30,20000085190,420.0,1549,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-30,20000085622,420.0,1549,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-07-31,20000085755,630.0,1556,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,39200.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-05,20000087392,630.0,1548,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-05,20000087584,420.0,1548,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-06,20000087830,420.0,1557,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-08,20000089569,1050.0,1574,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-11,20000090974,500.0,1570,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-12,20000090995,420.0,1568,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-12,20000091141,420.0,1568,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-12,20000091529,420.0,1568,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-14,30000002262,420.0,1582,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-15,20000092987,420.0,1589,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-18,20000093658,1050.0,1567,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-18,20000093829,2100.0,1567,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-19,20000093866,400.0,1563,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-20,20000095046,420.0,1564,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-20,20000095430,420.0,1564,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-20,20000095435,2000.0,1564,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-21,20000096215,714.0,1566,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-21,30000002333,420.0,1566,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-24,20000097297,7560.0,1548,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-26,20000097740,420.0,1557,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-26,20000098039,420.0,1557,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-26,20000098149,1050.0,1557,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-26,30000002386,3780.0,1557,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-27,20000098192,2100.0,1562,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-27,20000098734,1050.0,1562,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-27,20000098820,420.0,1562,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-29,20000099956,420.0,1575,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-31,20000100442,3780.0,1558,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-08-31,20000100447,3780.0,1558,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,36290.0,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-02,20000101598,420.0,1561,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-02,20000101599,420.0,1561,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-03,20000101787,1050.0,1567,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-04,20000102494,630.0,1580,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-04,20000103180,840.0,1580,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-09,20000104701,1050.0,1578,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-10,20000104986,420.0,1580,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-11,20000105917,630.0,1584,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-11,20000105984,1470.0,1584,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-14,20000107197,420.0,1585,180,30.0,370.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-15,20000107161,420.0,1595,180,30.0,376.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-16,20000107584,420.0,1606,180,30.0,388.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-16,20000107591,840.0,1606,180,30.0,388.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-16,20000107807,1050.0,1606,180,30.0,388.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-17,20000109532,3780.0,1611,180,30.0,386.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-17,20000109534,3780.0,1611,180,30.0,386.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-17,20000109537,3780.0,1611,180,30.0,386.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-18,20000110076,420.0,1622,180,30.0,399.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
030200193_,шт,Алматы,2026-09-19,20000110276,630.0,1636,180,30.0,393.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
