sku,unit,target_month,predicted_qty,level_qty,seasonal_factor,trend_per_month,months_from_level_anchor,trend_contribution_qty,deseasonalized_forecast,damping,status,warnings,model,supplier_id
300200299_,шт,2026-09-01,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200300_,шт,2026-09-01,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200301_,шт,2026-09-01,463.458078310111,433.2616301073188,1.0696956437045038,0.0,2.0,0.0,433.2616301073188,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200302_,шт,2026-09-01,268.0242092672863,249.9502158423683,1.072310373343772,0.0,2.0,0.0,249.9502158423683,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200303_,шт,2026-09-01,3675.7434858250435,3553.486817472142,1.0344047057531711,0.0,2.0,0.0,3553.486817472142,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200304_,шт,2026-09-01,1348.0115629213196,1230.7234975889762,1.0953000942633453,0.0,2.0,0.0,1230.7234975889762,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200305_,шт,2026-09-01,496.68096416554755,474.7178583356426,1.0462655984902431,0.0,2.0,0.0,474.7178583356426,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200306_,шт,2026-09-01,212.2981824821658,178.73815854322572,1.1877608240594242,0.0,2.0,0.0,178.73815854322572,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200307_,шт,2026-09-01,32.332227633354265,28.99308757219968,1.1151702126529068,0.0,2.0,0.0,28.99308757219968,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200308_,шт,2026-09-01,34.99388388812494,26.305828282037112,1.330271129003775,0.0,2.0,0.0,26.305828282037112,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200309_,шт,2026-09-01,7.001684177688958,8.916616932867326,0.7852399884848948,0.0,2.0,0.0,8.916616932867326,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200310_,шт,2026-09-01,15.0,15.0,1.0,0.0,1.5,0.0,15.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200311_,шт,2026-09-01,78.24532568483947,76.62802586938034,1.0211058525534245,0.0,2.0,0.0,76.62802586938034,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200312_,шт,2026-09-01,6.0,6.0,1.0,0.0,2.5,0.0,6.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200313_,шт,2026-09-01,34.49454789466793,35.14091537702425,0.9816064130538009,0.0,2.0,0.0,35.14091537702425,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200314_,шт,2026-09-01,18.13716535265114,18.113911488913946,1.0012837571692579,0.0,2.0,0.0,18.113911488913946,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200315_,шт,2026-09-01,6.0,6.0,1.0,0.0,3.0,0.0,6.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200316_,шт,2026-09-01,3.5,3.5,1.0,0.0,2.5,0.0,3.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200317_,шт,2026-09-01,31.49412184725747,39.387980540114405,0.7995871180849831,0.0,2.0,0.0,39.387980540114405,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200318_,шт,2026-09-01,58.648782393322506,47.5305778189645,1.233916882237478,0.0,2.0,0.0,47.5305778189645,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200319_,шт,2026-09-01,424.49353431302404,373.10210059142855,1.1377409391159459,0.0,2.0,0.0,373.10210059142855,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200320_,шт,2026-09-01,122.9510738322201,107.71875560215888,1.1414082268673733,0.0,2.0,0.0,107.71875560215888,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200321_,шт,2026-09-01,24.346565090645388,21.274519491724458,1.1444002342857107,0.0,2.0,0.0,21.274519491724458,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200322_,шт,2026-09-01,104.06333963100988,88.4547940080753,1.1764578822207152,0.0,2.0,0.0,88.4547940080753,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200323_,шт,2026-09-01,507.6622166235705,513.442606545156,0.9887418966640099,0.0,2.0,0.0,513.442606545156,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200324_,шт,2026-09-01,1054.0437293550933,934.3173092597258,1.1281432109935208,-0.0,2.0,-0.0,934.3173092597258,0.0,forecast,,decomposition,SYSTEME
300200325_,шт,2026-09-01,66.24374992505354,40.62267977069566,1.6307085179752314,0.0,2.0,0.0,40.62267977069566,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200326_,шт,2026-09-01,490.63289327345615,419.3553371928908,1.169969354766504,0.0,2.0,0.0,419.3553371928908,0.0,forecast,,decomposition,SYSTEME
300200327_,шт,2026-09-01,70.51394393017466,37.32406728146956,1.8892352593411763,0.0,2.0,0.0,37.32406728146956,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200328_,шт,2026-09-01,317.45955091775147,277.7144260104658,1.1431150894040625,0.0,2.0,0.0,277.7144260104658,0.0,forecast,,decomposition,SYSTEME
300200330_,шт,2026-09-01,1.5,1.5,1.0,0.0,2.0,0.0,1.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200331_,шт,2026-09-01,1312.5025506529848,1115.1049590456257,1.1770215350636624,0.0,2.0,0.0,1115.1049590456257,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200332_,шт,2026-09-01,624.3135013803379,492.48800869887276,1.2676724922292852,0.0,2.0,0.0,492.48800869887276,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200333_,шт,2026-09-01,653.1707160921213,579.3395471633581,1.1274402365422238,0.0,2.0,0.0,579.3395471633581,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200335_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200343_,шт,2026-09-01,1521.4038913836384,1322.6268861342846,1.1502895543204406,0.0,2.0,0.0,1322.6268861342846,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200346_,шт,2026-09-01,20.5,20.5,1.0,0.0,5.5,0.0,20.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,SYSTEME
300200347_,шт,2026-09-01,19.333333333333332,19.333333333333332,1.0,0.0,2.0,0.0,19.333333333333332,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200348_,шт,2026-09-01,2.3333333333333335,2.3333333333333335,1.0,0.0,2.0,0.0,2.3333333333333335,0.0,forecast,neutral_seasonality_insufficient_evidence,decomposition,SYSTEME
300200350_,шт,2026-09-01,7.538461538461538,7.538461538461538,1.0,0.0,20.846153846152447,0.0,7.538461538461538,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200351_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200352_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200362_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200363_,шт,2026-09-01,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200364_,шт,2026-09-01,29.0,29.0,1.0,0.0,5.0,0.0,29.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,SYSTEME
300200365_,шт,2026-09-01,188.28599286784677,206.52587242810878,0.9116823507591705,0.0,2.0,0.0,206.52587242810878,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200366_,шт,2026-09-01,25.0,25.0,1.0,0.0,2.5,0.0,25.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200367_,шт,2026-09-01,6.0,6.0,1.0,0.0,2.0,0.0,6.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200368_,шт,2026-09-01,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200369_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200370_,шт,2026-09-01,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200371_,шт,2026-09-01,21.666666666666668,21.666666666666668,1.0,0.0,2.0,0.0,21.666666666666668,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200372_,шт,2026-09-01,15.0,15.0,1.0,0.0,2.0,0.0,15.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200373_,шт,2026-09-01,29.5,29.5,1.0,0.0,2.5,0.0,29.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200374_,шт,2026-09-01,26.5,26.5,1.0,0.0,1.5,0.0,26.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200375_,шт,2026-09-01,30.94842956094393,26.968507840544234,1.1475766380524886,0.0,2.0,0.0,26.968507840544234,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200376_,шт,2026-09-01,139.96370506887274,122.04405094883681,1.1468293946384014,0.0,2.0,0.0,122.04405094883681,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200377_,шт,2026-09-01,50.74371447795739,47.64433897486024,1.0650523350682344,0.0,2.0,0.0,47.64433897486024,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200378_,шт,2026-09-01,11.190407991087595,13.101725426424847,0.8541171202166762,0.0,2.0,0.0,13.101725426424847,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200379_,шт,2026-09-01,5.05281301561951,4.864095195862931,1.0387981345260449,-0.0,2.0,-0.0,4.864095195862931,0.0,forecast,,decomposition,SYSTEME
300200380_,шт,2026-09-01,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200404_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200410_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200412_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200413_,шт,2026-09-01,18.97251750242968,13.365873100423903,1.4194746096929474,0.0,2.0,0.0,13.365873100423903,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200417_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200418_,шт,2026-09-01,7.0,7.0,1.0,0.0,18.0909090909081,0.0,7.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200419_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200420_,шт,2026-09-01,20.0,20.0,1.0,0.0,3.0,0.0,20.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200421_,шт,2026-09-01,9.0,9.0,1.0,0.0,3.0,0.0,9.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200422_,шт,2026-09-01,12.0,12.0,1.0,0.0,2.5,0.0,12.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200423_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200424_,шт,2026-09-01,1.0,1.0,1.0,0.0,4.5,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,SYSTEME
300200425_,шт,2026-09-01,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,SYSTEME
300200426_,шт,2026-09-01,2.6666666666666665,2.6666666666666665,1.0,0.0,22.66666666666788,0.0,2.6666666666666665,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200427_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200428_,шт,2026-09-01,255.33038112436776,196.3049381720563,1.3006824153378005,-0.0,2.0,-0.0,196.3049381720563,0.0,forecast,,decomposition,SYSTEME
300200429_,шт,2026-09-01,19.5,19.5,1.0,0.0,2.5,0.0,19.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200430_,шт,2026-09-01,27.0,27.0,1.0,0.0,2.0,0.0,27.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200431_,шт,2026-09-01,14.333333333333334,14.333333333333334,1.0,0.0,2.0,0.0,14.333333333333334,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200432_,шт,2026-09-01,11.333333333333334,11.333333333333334,1.0,0.0,2.0,0.0,11.333333333333334,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200433_,шт,2026-09-01,3.114725740021857,2.42162197750797,1.2862146812968482,-0.0,2.0,-0.0,2.42162197750797,0.0,forecast,,decomposition,SYSTEME
300200434_,шт,2026-09-01,14.0,14.0,1.0,0.0,3.0,0.0,14.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200435_,шт,2026-09-01,111.91550739348042,90.12928221740242,1.241721942526149,0.0,2.0,0.0,90.12928221740242,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200436_,шт,2026-09-01,18.051205475182638,19.23799645671276,0.9383100530140698,0.0,2.5,0.0,19.23799645671276,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200437_,шт,2026-09-01,54.483676682751316,40.91997713743293,1.331468893537346,-0.0,2.0,-0.0,40.91997713743293,0.0,forecast,,decomposition,SYSTEME
300200438_,шт,2026-09-01,26.68302248576449,20.36347374872781,1.3103374608387475,-0.0,2.0,-0.0,20.36347374872781,0.0,forecast,,decomposition,SYSTEME
300200439_,шт,2026-09-01,7.333333333333333,7.333333333333333,1.0,0.0,2.0,0.0,7.333333333333333,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200440_,шт,2026-09-01,19.0,19.0,1.0,0.0,2.5,0.0,19.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200441_,шт,2026-09-01,1.5,1.5,1.0,0.0,2.0,0.0,1.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200442_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200443_,шт,2026-09-01,39.0,39.0,1.0,0.0,5.0,0.0,39.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,SYSTEME
300200444_,шт,2026-09-01,10.0,10.0,1.0,0.0,5.0,0.0,10.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,SYSTEME
300200445_,шт,2026-09-01,2.0,2.0,1.0,0.0,2.5,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200446_,шт,2026-09-01,4.0,4.0,1.0,0.0,3.0,0.0,4.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200447_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200448_,шт,2026-09-01,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200449_,шт,2026-09-01,4.0,4.0,1.0,0.0,3.0,0.0,4.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200450_,шт,2026-09-01,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,SYSTEME
300200451_,шт,2026-09-01,6.4,6.4,1.0,0.0,23.400000000001455,0.0,6.4,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200452_,шт,2026-09-01,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200454_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200456_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200458_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200459_,шт,2026-09-01,42.50994921887636,34.05388619957437,1.2483141856334645,-0.0,2.0,-0.0,34.05388619957437,0.0,forecast,,decomposition,SYSTEME
300200460_,шт,2026-09-01,39.324311786217464,28.86156486289509,1.3625148869447983,-0.0,2.0,-0.0,28.86156486289509,0.0,forecast,,decomposition,SYSTEME
300200461_,шт,2026-09-01,22.732361592535508,18.091834099874628,1.2564984548854026,-0.0,2.0,-0.0,18.091834099874628,0.0,forecast,,decomposition,SYSTEME
300200462_,шт,2026-09-01,59.2095379494725,50.84868926374162,1.1644260413943983,-0.0,2.0,-0.0,50.84868926374162,0.0,forecast,,decomposition,SYSTEME
300200463_,шт,2026-09-01,660.7043830239867,649.3307021296484,1.0175160066465905,0.0,2.0,0.0,649.3307021296484,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200464_,шт,2026-09-01,410.9847361581803,340.26651786923685,1.2078318452599563,-0.0,2.0,-0.0,340.26651786923685,0.0,forecast,,decomposition,SYSTEME
300200465_,шт,2026-09-01,170.57378470265343,166.27290193341318,1.0258664082916085,-0.0,2.0,-0.0,166.27290193341318,0.0,forecast,,decomposition,SYSTEME
300200466_,шт,2026-09-01,155.98602989799863,127.41589492544249,1.224227401057568,0.0,2.0,0.0,127.41589492544249,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200467_,шт,2026-09-01,20.736356169170293,22.67270638633147,0.9145955412571068,0.0,2.0,0.0,22.67270638633147,0.0,forecast,,decomposition,SYSTEME
300200468_,шт,2026-09-01,68.42048435146768,60.28788017316261,1.1348961707551517,0.0,2.0,0.0,60.28788017316261,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200469_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200470_,шт,2026-09-01,7.636363636363637,7.636363636363637,1.0,0.0,21.363636363636033,0.0,7.636363636363637,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200471_,шт,2026-09-01,9.28683931439651,10.744865702517355,0.8643048290701993,0.0,1.5,0.0,10.744865702517355,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200472_,шт,2026-09-01,54.8350074897369,62.556320162204855,0.8765702226018564,0.0,2.0,0.0,62.556320162204855,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200473_,шт,2026-09-01,2.6666666666666665,2.6666666666666665,1.0,0.0,21.66666666666788,0.0,2.6666666666666665,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200474_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200495_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200496_,шт,2026-09-01,25.333333333333332,25.333333333333332,1.0,0.0,2.0,0.0,25.333333333333332,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200497_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200498_,шт,2026-09-01,123.44173035094599,106.8499239285281,1.155281406035592,0.0,2.0,0.0,106.8499239285281,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200511_,шт,2026-09-01,4.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200515_,шт,2026-09-01,94.23407176377773,86.95232895423317,1.0837440802002816,-0.0,2.0,-0.0,86.95232895423317,0.0,forecast,,decomposition,SYSTEME
300200516_,шт,2026-09-01,35.086863406976946,35.292104450574406,0.9941845053789611,0.0,2.0,0.0,35.292104450574406,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200517_,шт,2026-09-01,7.857142857142857,7.857142857142857,1.0,0.0,20.714285714286234,0.0,7.857142857142857,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200518_,шт,2026-09-01,16.666666666666668,16.666666666666668,1.0,0.0,2.0,0.0,16.666666666666668,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200519_,шт,2026-09-01,45.529495950739886,43.40942414942173,1.0488389754727119,-0.0,2.0,-0.0,43.40942414942173,0.0,forecast,,decomposition,SYSTEME
300200520_,шт,2026-09-01,121.64045945514003,76.58012959146905,1.5884075948167455,0.0,2.0,0.0,76.58012959146905,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200521_,шт,2026-09-01,7.0,7.0,1.0,0.0,2.5,0.0,7.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200522_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200523_,шт,2026-09-01,6.886520402031774,5.861572440121829,1.1748588748804478,-0.0,2.0,-0.0,5.861572440121829,0.0,forecast,,decomposition,SYSTEME
300200524_,шт,2026-09-01,3.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200525_,шт,2026-09-01,1.5,1.5,1.0,0.0,2.0,0.0,1.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200526_,шт,2026-09-01,19.493715130369804,9.466619323865887,2.0592055583374984,-0.0,2.0,-0.0,9.466619323865887,0.0,forecast,,decomposition,SYSTEME
300200527_,шт,2026-09-01,3.0,3.0,1.0,0.0,1.5,0.0,3.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200528_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200529_,шт,2026-09-01,1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,SYSTEME
300200530_,шт,2026-09-01,5.0,5.0,1.0,0.0,2.0,0.0,5.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200531_,шт,2026-09-01,2.0,2.0,1.0,-0.0,2.0,-0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence,decomposition,SYSTEME
300200532_,шт,2026-09-01,1.0,1.0,1.0,0.0,1.5,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200533_,шт,2026-09-01,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200534_,шт,2026-09-01,3.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200535_,шт,2026-09-01,4.75,4.75,1.0,0.0,19.5,0.0,4.75,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200536_,шт,2026-09-01,77.37261581779369,58.19800689003281,1.329471917551953,0.0,2.0,0.0,58.19800689003281,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200537_,шт,2026-09-01,23.832203916569007,21.673004990883044,1.0996261905810594,-0.0,2.0,-0.0,21.673004990883044,0.0,forecast,,decomposition,SYSTEME
300200538_,шт,2026-09-01,10.747771267820156,8.976556343812026,1.1973156359932073,0.0,2.0,0.0,8.976556343812026,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200539_,шт,2026-09-01,10.78930391967057,6.870456887545842,1.570391037491039,0.0,1.5,0.0,6.870456887545842,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200540_,шт,2026-09-01,2.5,2.5,1.0,0.0,1.5,0.0,2.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200541_,шт,2026-09-01,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200542_,шт,2026-09-01,646.7585823249009,626.5203154366383,1.0323026506716835,0.0,2.0,0.0,626.5203154366383,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200543_,шт,2026-09-01,64.27782904762815,62.4636308039857,1.0290440728515367,0.0,2.0,0.0,62.4636308039857,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200544_,шт,2026-09-01,12.0,12.0,1.0,0.0,2.5,0.0,12.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200545_,шт,2026-09-01,17.176404527832663,20.955395993116387,0.8196649938505061,0.0,2.0,0.0,20.955395993116387,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200546_,шт,2026-09-01,2.5,2.5,1.0,0.0,2.5,0.0,2.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200547_,шт,2026-09-01,12.328267002906728,9.272871723630766,1.3294982795340158,0.0,2.0,0.0,9.272871723630766,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200548_,шт,2026-09-01,25.84170598342984,26.0853179478291,0.9906609547605865,0.0,2.0,0.0,26.0853179478291,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200549_,шт,2026-09-01,23.080387478606863,24.75741384703538,0.9322616498318407,0.0,2.0,0.0,24.75741384703538,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200550_,шт,2026-09-01,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
