sku,month,sales_qty_raw,sales_status,unit,is_complete_month,target_qty,stock_qty_model,lag_1,lag_2,lag_3,lag_6,lag_12,opening_stock_lag_1,history_calendar_months,history_observed_months,mean_3,observations_3,mean_6,observations_6,std_6,missing_share_6,zero_share_6,month_number,days_in_month,history_sufficient,stock_qty_raw,stock_status
300200442_,2026-09-01,,not_in_source,шт,False,,,,,,,,,32,0,,0.0,,0.0,,1.0,,9,30,False,1.0,observed
300200443_,2024-01-01,10.0,observed,шт,True,10.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,63.0,observed
300200443_,2024-02-01,3.0,observed,шт,True,3.0,,10.0,,,,,,1,1,10.0,1.0,10.0,1.0,,0.0,0.0,2,29,False,53.0,observed
300200443_,2024-03-01,10.0,observed,шт,True,10.0,,3.0,10.0,,,,,2,2,6.5,2.0,6.5,2.0,4.949747468305833,0.0,0.0,3,31,False,90.0,observed
300200443_,2024-04-01,30.0,observed,шт,True,30.0,,10.0,3.0,10.0,,,,3,3,7.666666666666667,3.0,7.666666666666667,3.0,4.041451884327381,0.0,0.0,4,30,True,80.0,observed
300200443_,2024-05-01,10.0,observed,шт,True,10.0,,30.0,10.0,3.0,,,,4,4,14.333333333333334,3.0,13.25,4.0,11.644025649805712,0.0,0.0,5,31,True,140.0,observed
300200443_,2024-06-01,30.0,observed,шт,True,30.0,,10.0,30.0,10.0,,,,5,5,16.666666666666668,3.0,12.6,5.0,10.188228501560022,0.0,0.0,6,30,True,130.0,observed
300200443_,2024-07-01,5.0,observed,шт,True,5.0,,30.0,10.0,30.0,10.0,,,6,6,23.333333333333332,3.0,15.5,6.0,11.554220008291344,0.0,0.0,7,31,True,100.0,observed
300200443_,2024-08-01,8.0,observed,шт,True,8.0,,5.0,30.0,10.0,3.0,,,7,7,15.0,3.0,14.666666666666666,6.0,12.192894105447921,0.0,0.0,8,31,True,122.0,observed
300200443_,2024-09-01,26.0,observed,шт,True,26.0,,8.0,5.0,30.0,10.0,,,8,8,14.333333333333334,3.0,15.5,6.0,11.379806676741042,0.0,0.0,9,30,True,113.0,observed
300200443_,2024-10-01,16.0,observed,шт,True,16.0,,26.0,8.0,5.0,30.0,,,9,9,13.0,3.0,18.166666666666668,6.0,11.703275894665847,0.0,0.0,10,31,True,87.0,observed
300200443_,2024-11-01,10.0,observed,шт,True,10.0,,16.0,26.0,8.0,10.0,,,10,10,16.666666666666668,3.0,15.833333333333334,6.0,10.166939887039103,0.0,0.0,11,30,True,71.0,observed
300200443_,2024-12-01,-25.0,negative,шт,True,,,10.0,16.0,26.0,30.0,,,11,11,17.333333333333332,3.0,15.833333333333334,6.0,10.166939887039103,0.0,0.0,12,31,True,61.0,observed
300200443_,2025-01-01,1.0,observed,шт,True,1.0,,,10.0,16.0,5.0,10.0,,12,11,13.0,2.0,13.0,5.0,8.306623862918075,0.16666666666666663,0.0,1,31,True,95.0,observed
300200443_,2025-02-01,20.0,observed,шт,True,20.0,,1.0,,10.0,8.0,3.0,,13,12,5.5,2.0,12.2,5.0,9.391485505499118,0.16666666666666663,0.0,2,28,True,94.0,observed
300200443_,2025-03-01,4.0,observed,шт,True,4.0,,20.0,1.0,,26.0,10.0,,14,13,10.5,2.0,14.6,5.0,9.581231653602789,0.16666666666666663,0.0,3,31,True,74.0,observed
300200443_,2025-04-01,,blank,шт,True,,,4.0,20.0,1.0,16.0,30.0,,15,14,8.333333333333334,3.0,10.2,5.0,7.9498427657407165,0.16666666666666663,0.0,4,30,True,79.0,observed
300200443_,2025-05-01,30.0,observed,шт,True,30.0,,,4.0,20.0,10.0,10.0,,16,14,12.0,2.0,8.75,4.0,8.381527307120106,0.33333333333333337,0.0,5,31,True,79.0,observed
300200443_,2025-06-01,11.0,observed,шт,True,11.0,,30.0,,4.0,,30.0,,17,15,17.0,2.0,13.75,4.0,13.671747023210555,0.33333333333333337,0.0,6,30,True,49.0,observed
300200443_,2025-07-01,,blank,шт,True,,,11.0,30.0,,1.0,5.0,,18,16,20.5,2.0,13.2,5.0,11.903780911962384,0.16666666666666663,0.0,7,31,True,38.0,observed
300200443_,2025-08-01,5.0,observed,шт,True,5.0,,,11.0,30.0,20.0,8.0,,19,16,20.5,2.0,16.25,4.0,11.265729744080792,0.33333333333333337,0.0,8,31,True,38.0,observed
300200443_,2025-09-01,24.0,observed,шт,True,24.0,,5.0,,11.0,4.0,26.0,,20,17,8.0,2.0,12.5,4.0,12.069244660154448,0.33333333333333337,0.0,9,30,True,33.0,observed
300200443_,2025-10-01,3.0,observed,шт,True,3.0,,24.0,5.0,,,16.0,,21,18,14.5,2.0,17.5,4.0,11.50362261782493,0.33333333333333337,0.0,10,31,True,19.0,observed
300200443_,2025-11-01,22.0,observed,шт,True,22.0,,3.0,24.0,5.0,30.0,10.0,,22,19,10.666666666666666,3.0,14.6,5.0,11.886967653695368,0.16666666666666663,0.0,11,30,True,36.0,observed
300200443_,2025-12-01,11.0,observed,шт,True,11.0,,22.0,3.0,24.0,11.0,,,23,20,16.333333333333332,3.0,13.0,5.0,9.617692030835672,0.16666666666666663,0.0,12,31,True,43.0,observed
300200443_,2026-01-01,,blank,шт,True,,,11.0,22.0,3.0,,1.0,,24,21,12.0,3.0,13.0,5.0,9.617692030835672,0.16666666666666663,0.0,1,31,True,32.0,observed
300200443_,2026-02-01,,blank,шт,True,,,,11.0,22.0,5.0,20.0,,25,21,16.5,2.0,13.0,5.0,9.617692030835672,0.16666666666666663,0.0,2,28,True,32.0,observed
300200443_,2026-03-01,,blank,шт,True,,,,,11.0,24.0,4.0,,26,21,11.0,1.0,15.0,4.0,9.831920802501749,0.33333333333333337,0.0,3,31,True,42.0,observed
300200443_,2026-04-01,39.0,observed,шт,True,39.0,,,,,3.0,,,27,21,,0.0,12.0,3.0,9.539392014169454,0.5,0.0,4,30,True,42.0,observed
300200443_,2026-05-01,,blank,шт,True,,,39.0,,,22.0,30.0,,28,22,39.0,1.0,24.0,3.0,14.106735979665883,0.5,0.0,5,31,True,37.0,observed
300200443_,2026-06-01,,blank,шт,True,,,,39.0,,11.0,11.0,,29,22,39.0,1.0,25.0,2.0,19.79898987322333,0.6666666666666667,0.0,6,30,True,39.0,observed
300200443_,2026-07-01,,blank,шт,True,,,,,39.0,,,,30,22,39.0,1.0,39.0,1.0,,0.8333333333333334,0.0,7,31,True,39.0,observed
300200443_,2026-08-01,-10.0,negative,шт,True,,,,,,,5.0,,31,22,,0.0,39.0,1.0,,0.8333333333333334,0.0,8,31,True,57.0,observed
300200443_,2026-09-01,,blank,шт,False,,,,,,,24.0,,32,22,,0.0,39.0,1.0,,0.8333333333333334,0.0,9,30,True,67.0,observed
300200444_,2024-01-01,5.0,observed,шт,True,5.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,22.0,observed
300200444_,2024-02-01,1.0,observed,шт,True,1.0,,5.0,,,,,,1,1,5.0,1.0,5.0,1.0,,0.0,0.0,2,29,False,17.0,observed
300200444_,2024-03-01,9.0,observed,шт,True,9.0,,1.0,5.0,,,,,2,2,3.0,2.0,3.0,2.0,2.8284271247461903,0.0,0.0,3,31,False,26.0,observed
300200444_,2024-04-01,42.0,observed,шт,True,42.0,,9.0,1.0,5.0,,,,3,3,5.0,3.0,5.0,3.0,4.0,0.0,0.0,4,30,True,17.0,observed
300200444_,2024-05-01,,blank,шт,True,,,42.0,9.0,1.0,,,,4,4,17.333333333333332,3.0,14.25,4.0,18.786076404259266,0.0,0.0,5,31,True,45.0,observed
300200444_,2024-06-01,4.0,observed,шт,True,4.0,,,42.0,9.0,,,,5,4,25.5,2.0,14.25,4.0,18.786076404259266,0.19999999999999996,0.0,6,30,True,45.0,observed
300200444_,2024-07-01,3.0,observed,шт,True,3.0,,4.0,,42.0,5.0,,,6,5,23.0,2.0,12.2,5.0,16.90266251216062,0.16666666666666663,0.0,7,31,True,41.0,observed
300200444_,2024-08-01,2.0,observed,шт,True,2.0,,3.0,4.0,,1.0,,,7,6,3.5,2.0,11.8,5.0,17.137677789012137,0.16666666666666663,0.0,8,31,True,88.0,observed
300200444_,2024-09-01,13.0,observed,шт,True,13.0,,2.0,3.0,4.0,9.0,,,8,7,3.0,3.0,12.0,5.0,16.98528775146303,0.16666666666666663,0.0,9,30,True,85.0,observed
300200444_,2024-10-01,18.0,observed,шт,True,18.0,,13.0,2.0,3.0,42.0,,,9,8,6.0,3.0,12.8,5.0,16.90266251216062,0.16666666666666663,0.0,10,31,True,72.0,observed
300200444_,2024-11-01,6.0,observed,шт,True,6.0,,18.0,13.0,2.0,,,,10,9,11.0,3.0,8.0,5.0,7.106335201775948,0.16666666666666663,0.0,11,30,True,54.0,observed
300200444_,2024-12-01,-15.0,negative,шт,True,,,6.0,18.0,13.0,4.0,,,11,10,12.333333333333334,3.0,7.666666666666667,6.0,6.408327915038889,0.0,0.0,12,31,True,48.0,observed
300200444_,2025-01-01,,blank,шт,True,,,,6.0,18.0,3.0,5.0,,12,10,12.0,2.0,8.4,5.0,6.87749954561976,0.16666666666666663,0.0,1,31,True,72.0,observed
300200444_,2025-02-01,,blank,шт,True,,,,,6.0,2.0,1.0,,13,10,6.0,1.0,9.75,4.0,7.135591542869215,0.33333333333333337,0.0,2,28,True,72.0,observed
300200444_,2025-03-01,4.0,observed,шт,True,4.0,,,,,13.0,9.0,,14,10,,0.0,12.333333333333334,3.0,6.027713773341707,0.5,0.0,3,31,True,72.0,observed
300200444_,2025-04-01,,blank,шт,True,,,4.0,,,18.0,42.0,,15,11,4.0,1.0,9.333333333333334,3.0,7.571877794400365,0.5,0.0,4,30,True,67.0,observed
300200444_,2025-05-01,40.0,observed,шт,True,40.0,,,4.0,,6.0,,,16,11,4.0,1.0,5.0,2.0,1.4142135623730951,0.6666666666666667,0.0,5,31,True,67.0,observed
300200444_,2025-06-01,,blank,шт,True,,,40.0,,4.0,,4.0,,17,12,22.0,2.0,22.0,2.0,25.45584412271571,0.6666666666666667,0.0,6,30,True,27.0,observed
300200444_,2025-07-01,,blank,шт,True,,,,40.0,,,3.0,,18,12,40.0,1.0,22.0,2.0,25.45584412271571,0.6666666666666667,0.0,7,31,True,27.0,observed
300200444_,2025-08-01,,blank,шт,True,,,,,40.0,,2.0,,19,12,40.0,1.0,22.0,2.0,25.45584412271571,0.6666666666666667,0.0,8,31,True,37.0,observed
300200444_,2025-09-01,10.0,observed,шт,True,10.0,,,,,4.0,13.0,,20,12,,0.0,22.0,2.0,25.45584412271571,0.6666666666666667,0.0,9,30,True,37.0,observed
300200444_,2025-10-01,,blank,шт,True,,,10.0,,,,18.0,,21,13,10.0,1.0,25.0,2.0,21.213203435596427,0.6666666666666667,0.0,10,31,True,27.0,observed
300200444_,2025-11-01,3.0,observed,шт,True,3.0,,,10.0,,40.0,6.0,,22,13,10.0,1.0,25.0,2.0,21.213203435596427,0.6666666666666667,0.0,11,30,True,27.0,observed
300200444_,2025-12-01,,blank,шт,True,,,3.0,,10.0,,,,23,14,6.5,2.0,6.5,2.0,4.949747468305833,0.6666666666666667,0.0,12,31,True,24.0,observed
300200444_,2026-01-01,,blank,шт,True,,,,3.0,,,,,24,14,3.0,1.0,6.5,2.0,4.949747468305833,0.6666666666666667,0.0,1,31,True,24.0,observed
300200444_,2026-02-01,,blank,шт,True,,,,,3.0,,,,25,14,3.0,1.0,6.5,2.0,4.949747468305833,0.6666666666666667,0.0,2,28,True,24.0,observed
300200444_,2026-03-01,,blank,шт,True,,,,,,10.0,4.0,,26,14,,0.0,6.5,2.0,4.949747468305833,0.6666666666666667,0.0,3,31,True,24.0,observed
300200444_,2026-04-01,10.0,observed,шт,True,10.0,,,,,,,,27,14,,0.0,3.0,1.0,,0.8333333333333334,0.0,4,30,True,24.0,observed
300200444_,2026-05-01,,blank,шт,True,,,10.0,,,3.0,40.0,,28,15,10.0,1.0,6.5,2.0,4.949747468305833,0.6666666666666667,0.0,5,31,True,24.0,observed
300200444_,2026-06-01,,blank,шт,True,,,,10.0,,,,,29,15,10.0,1.0,10.0,1.0,,0.8333333333333334,0.0,6,30,True,24.0,observed
300200444_,2026-07-01,,blank,шт,True,,,,,10.0,,,,30,15,10.0,1.0,10.0,1.0,,0.8333333333333334,0.0,7,31,True,24.0,observed
300200444_,2026-08-01,-8.0,negative,шт,True,,,,,,,,,31,15,,0.0,10.0,1.0,,0.8333333333333334,0.0,8,31,True,39.0,observed
300200444_,2026-09-01,,blank,шт,False,,,,,,,10.0,,32,15,,0.0,10.0,1.0,,0.8333333333333334,0.0,9,30,True,47.0,observed
300200445_,2024-01-01,5.0,observed,шт,True,5.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,6.0,observed
300200445_,2024-02-01,3.0,observed,шт,True,3.0,,5.0,,,,,,1,1,5.0,1.0,5.0,1.0,,0.0,0.0,2,29,False,1.0,observed
300200445_,2024-03-01,,blank,шт,True,,,3.0,5.0,,,,,2,2,4.0,2.0,4.0,2.0,1.4142135623730951,0.0,0.0,3,31,False,28.0,observed
300200445_,2024-04-01,15.0,observed,шт,True,15.0,,,3.0,5.0,,,,3,2,4.0,2.0,4.0,2.0,1.4142135623730951,0.33333333333333337,0.0,4,30,False,28.0,observed
300200445_,2024-05-01,12.0,observed,шт,True,12.0,,15.0,,3.0,,,,4,3,9.0,2.0,7.666666666666667,3.0,6.429100507328637,0.25,0.0,5,31,True,48.0,observed
300200445_,2024-06-01,2.0,observed,шт,True,2.0,,12.0,15.0,,,,,5,4,13.5,2.0,8.75,4.0,5.678908345800274,0.19999999999999996,0.0,6,30,True,36.0,observed
300200445_,2024-07-01,3.0,observed,шт,True,3.0,,2.0,12.0,15.0,5.0,,,6,5,9.666666666666666,3.0,7.4,5.0,5.770615218501403,0.16666666666666663,0.0,7,31,True,49.0,observed
300200445_,2024-08-01,1.0,observed,шт,True,1.0,,3.0,2.0,12.0,3.0,,,7,6,5.666666666666667,3.0,7.0,5.0,6.041522986797286,0.16666666666666663,0.0,8,31,True,88.0,observed
300200445_,2024-09-01,12.0,observed,шт,True,12.0,,1.0,3.0,2.0,,,,8,7,2.0,3.0,6.6,5.0,6.4265076052238514,0.16666666666666663,0.0,9,30,True,86.0,observed
300200445_,2024-10-01,8.0,observed,шт,True,8.0,,12.0,1.0,3.0,15.0,,,9,8,5.333333333333333,3.0,7.5,6.0,6.156297588648554,0.0,0.0,10,31,True,74.0,observed
300200445_,2024-11-01,,blank,шт,True,,,8.0,12.0,1.0,12.0,,,10,9,7.0,3.0,6.333333333333333,6.0,5.00666222813829,0.0,0.0,11,30,True,66.0,observed
300200445_,2024-12-01,-14.0,negative,шт,True,,,,8.0,12.0,2.0,,,11,9,10.0,2.0,5.2,5.0,4.658325879540846,0.16666666666666663,0.0,12,31,True,66.0,observed
300200445_,2025-01-01,4.0,observed,шт,True,4.0,,,,8.0,3.0,5.0,,12,9,8.0,1.0,6.0,4.0,4.966554808583779,0.33333333333333337,0.0,1,31,True,79.0,observed
300200445_,2025-02-01,1.0,observed,шт,True,1.0,,4.0,,,1.0,3.0,,13,10,4.0,1.0,6.25,4.0,4.78713553878169,0.33333333333333337,0.0,2,28,True,76.0,observed
300200445_,2025-03-01,1.0,observed,шт,True,1.0,,1.0,4.0,,12.0,,,14,11,2.5,2.0,6.25,4.0,4.78713553878169,0.33333333333333337,0.0,3,31,True,75.0,observed
300200445_,2025-04-01,-30.0,negative,шт,True,,,1.0,1.0,4.0,8.0,15.0,,15,12,2.0,3.0,3.5,4.0,3.316624790355398,0.33333333333333337,0.0,4,30,True,73.0,observed
300200445_,2025-05-01,12.0,observed,шт,True,12.0,,,1.0,1.0,,12.0,,16,12,1.0,2.0,2.0,3.0,1.7320508075688705,0.5,0.0,5,31,True,103.0,observed
300200445_,2025-06-01,,blank,шт,True,,,12.0,,1.0,,2.0,,17,13,6.5,2.0,4.5,4.0,5.196152422706631,0.33333333333333337,0.0,6,30,True,91.0,observed
300200445_,2025-07-01,3.0,observed,шт,True,3.0,,,12.0,,4.0,3.0,,18,13,12.0,1.0,4.5,4.0,5.196152422706631,0.33333333333333337,0.0,7,31,True,91.0,observed
300200445_,2025-08-01,3.0,observed,шт,True,3.0,,3.0,,12.0,1.0,1.0,,19,14,7.5,2.0,4.25,4.0,5.251983752196243,0.33333333333333337,0.0,8,31,True,88.0,observed
300200445_,2025-09-01,7.0,observed,шт,True,7.0,,3.0,3.0,,1.0,12.0,,20,15,3.0,2.0,4.75,4.0,4.924428900898052,0.33333333333333337,0.0,9,30,True,85.0,observed
300200445_,2025-10-01,,blank,шт,True,,,7.0,3.0,3.0,,8.0,,21,16,4.333333333333333,3.0,6.25,4.0,4.272001872658765,0.33333333333333337,0.0,10,31,True,78.0,observed
300200445_,2025-11-01,1.0,observed,шт,True,1.0,,,7.0,3.0,12.0,,,22,16,5.0,2.0,6.25,4.0,4.272001872658765,0.33333333333333337,0.0,11,30,True,78.0,observed
300200445_,2025-12-01,1.0,observed,шт,True,1.0,,1.0,,7.0,,,,23,17,4.0,2.0,3.5,4.0,2.5166114784235813,0.33333333333333337,0.0,12,31,True,77.0,observed
300200445_,2026-01-01,,blank,шт,True,,,1.0,1.0,,3.0,4.0,,24,18,1.0,2.0,3.0,5.0,2.4494897427831765,0.16666666666666663,0.0,1,31,True,76.0,observed
300200445_,2026-02-01,9.0,observed,шт,True,9.0,,,1.0,1.0,3.0,1.0,,25,18,1.0,2.0,3.0,4.0,2.828427124746188,0.33333333333333337,0.0,2,28,True,76.0,observed
300200445_,2026-03-01,,blank,шт,True,,,9.0,,1.0,7.0,1.0,,26,19,5.0,2.0,4.5,4.0,4.12310562561766,0.33333333333333337,0.0,3,31,True,67.0,observed
300200445_,2026-04-01,1.0,observed,шт,True,1.0,,,9.0,,,,,27,19,9.0,1.0,3.6666666666666665,3.0,4.618802153517005,0.5,0.0,4,30,True,67.0,observed
300200445_,2026-05-01,,blank,шт,True,,,1.0,,9.0,1.0,12.0,,28,20,5.0,2.0,3.0,4.0,3.9999999999999987,0.33333333333333337,0.0,5,31,True,66.0,observed
300200445_,2026-06-01,3.0,observed,шт,True,3.0,,,1.0,,1.0,,,29,20,1.0,1.0,3.6666666666666665,3.0,4.618802153517005,0.5,0.0,6,30,True,66.0,observed
300200445_,2026-07-01,1.0,observed,шт,True,1.0,,3.0,,1.0,,3.0,,30,21,2.0,2.0,4.333333333333333,3.0,4.163331998932264,0.5,0.0,7,31,True,63.0,observed
300200445_,2026-08-01,-7.0,negative,шт,True,,,1.0,3.0,,9.0,3.0,,31,22,2.0,2.0,3.5,4.0,3.7859388972001815,0.33333333333333337,0.0,8,31,True,67.0,observed
300200445_,2026-09-01,,blank,шт,False,,,,1.0,3.0,,7.0,,32,22,2.0,2.0,1.6666666666666667,3.0,1.1547005383792432,0.5,0.0,9,30,True,74.0,observed
300200446_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,8.0,observed
300200446_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,8.0,observed
300200446_,2024-03-01,10.0,observed,шт,True,10.0,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,38.0,observed
300200446_,2024-04-01,11.0,observed,шт,True,11.0,,10.0,,,,,,3,1,10.0,1.0,10.0,1.0,,0.6666666666666667,0.0,4,30,False,28.0,observed
300200446_,2024-05-01,48.0,observed,шт,True,48.0,,11.0,10.0,,,,,4,2,10.5,2.0,10.5,2.0,0.7071067811865476,0.5,0.0,5,31,False,87.0,observed
300200446_,2024-06-01,16.0,observed,шт,True,16.0,,48.0,11.0,10.0,,,,5,3,23.0,3.0,23.0,3.0,21.656407827707714,0.4,0.0,6,30,True,39.0,observed
300200446_,2024-07-01,16.0,observed,шт,True,16.0,,16.0,48.0,11.0,,,,6,4,25.0,3.0,21.25,4.0,18.02544497832624,0.33333333333333337,0.0,7,31,True,23.0,observed
300200446_,2024-08-01,2.0,observed,шт,True,2.0,,16.0,16.0,48.0,,,,7,5,26.666666666666668,3.0,20.2,5.0,15.786069808536892,0.16666666666666663,0.0,8,31,True,310.0,observed
300200446_,2024-09-01,14.0,observed,шт,True,14.0,,2.0,16.0,16.0,10.0,,,8,6,11.333333333333334,3.0,17.166666666666668,6.0,15.955145460529861,0.0,0.0,9,30,True,317.0,observed
300200446_,2024-10-01,5.0,observed,шт,True,5.0,,14.0,2.0,16.0,11.0,,,9,7,10.666666666666666,3.0,17.833333333333332,6.0,15.676946981688324,0.0,0.0,10,31,True,303.0,observed
300200446_,2024-11-01,2.0,observed,шт,True,2.0,,5.0,14.0,2.0,48.0,,,10,8,7.0,3.0,16.833333333333332,6.0,16.375795146088834,0.0,0.0,11,30,True,298.0,observed
300200446_,2024-12-01,-7.0,negative,шт,True,,,2.0,5.0,14.0,16.0,,,11,9,7.0,3.0,9.166666666666666,6.0,6.882344561751219,0.0,0.0,12,31,True,296.0,observed
300200446_,2025-01-01,12.0,observed,шт,True,12.0,,,2.0,5.0,16.0,,,12,9,3.5,2.0,7.8,5.0,6.723094525588635,0.16666666666666663,0.0,1,31,True,302.0,observed
300200446_,2025-02-01,30.0,observed,шт,True,30.0,,12.0,,2.0,2.0,,,13,10,7.0,2.0,7.0,5.0,5.656854249492369,0.16666666666666663,0.0,2,28,True,290.0,observed
300200446_,2025-03-01,1.0,observed,шт,True,1.0,,30.0,12.0,,14.0,10.0,,14,11,21.0,2.0,12.6,5.0,10.899541274750966,0.16666666666666663,0.0,3,31,True,260.0,observed
300200446_,2025-04-01,8.0,observed,шт,True,8.0,,1.0,30.0,12.0,5.0,11.0,,15,12,14.333333333333334,3.0,10.0,5.0,11.979148550710935,0.16666666666666663,0.0,4,30,True,258.0,observed
300200446_,2025-05-01,12.0,observed,шт,True,12.0,,8.0,1.0,30.0,2.0,48.0,,16,13,13.0,3.0,10.6,5.0,11.738824472663346,0.16666666666666663,0.0,5,31,True,250.0,observed
300200446_,2025-06-01,20.0,observed,шт,True,20.0,,12.0,8.0,1.0,,16.0,,17,14,7.0,3.0,12.6,5.0,10.714476188783093,0.16666666666666663,0.0,6,30,True,238.0,observed
300200446_,2025-07-01,21.0,observed,шт,True,21.0,,20.0,12.0,8.0,12.0,16.0,,18,15,13.333333333333334,3.0,13.833333333333334,6.0,10.048217088949988,0.0,0.0,7,31,True,218.0,observed
300200446_,2025-08-01,4.0,observed,шт,True,4.0,,21.0,20.0,12.0,30.0,2.0,,19,16,17.666666666666668,3.0,15.333333333333334,6.0,10.38588786125994,0.0,0.0,8,31,True,197.0,observed
300200446_,2025-09-01,29.0,observed,шт,True,29.0,,4.0,21.0,20.0,1.0,14.0,,20,17,15.0,3.0,11.0,6.0,8.246211251235316,0.0,0.0,9,30,True,193.0,observed
300200446_,2025-10-01,,blank,шт,True,,,29.0,4.0,21.0,8.0,5.0,,21,18,18.0,3.0,15.666666666666666,6.0,9.309493362512622,0.0,0.0,10,31,True,164.0,observed
300200446_,2025-11-01,10.0,observed,шт,True,10.0,,,29.0,4.0,12.0,2.0,,22,18,16.5,2.0,17.2,5.0,9.523654760647297,0.16666666666666663,0.0,11,30,True,164.0,observed
300200446_,2025-12-01,,blank,шт,True,,,10.0,,29.0,20.0,,,23,19,19.5,2.0,16.8,5.0,9.833615815151612,0.16666666666666663,0.0,12,31,True,154.0,observed
300200446_,2026-01-01,,blank,шт,True,,,,10.0,,21.0,12.0,,24,19,10.0,1.0,16.0,4.0,11.165422816296143,0.33333333333333337,0.0,1,31,True,154.0,observed
300200446_,2026-02-01,,blank,шт,True,,,,,10.0,4.0,30.0,,25,19,10.0,1.0,14.333333333333334,3.0,13.05118130030125,0.5,0.0,2,28,True,154.0,observed
300200446_,2026-03-01,4.0,observed,шт,True,4.0,,,,,29.0,1.0,,26,19,,0.0,19.5,2.0,13.43502884254439,0.6666666666666667,0.0,3,31,True,154.0,observed
300200446_,2026-04-01,25.0,observed,шт,True,25.0,,4.0,,,,8.0,,27,20,4.0,1.0,7.0,2.0,4.242640687119165,0.6666666666666667,0.0,4,30,True,150.0,observed
300200446_,2026-05-01,8.0,observed,шт,True,8.0,,25.0,4.0,,10.0,12.0,,28,21,14.5,2.0,13.0,3.0,10.816653826391953,0.5,0.0,5,31,True,125.0,observed
300200446_,2026-06-01,4.0,observed,шт,True,4.0,,8.0,25.0,4.0,,20.0,,29,22,12.333333333333334,3.0,12.333333333333334,3.0,11.150485789118472,0.5,0.0,6,30,True,117.0,observed
300200446_,2026-07-01,,blank,шт,True,,,4.0,8.0,25.0,,21.0,,30,23,12.333333333333334,3.0,10.25,4.0,10.01249219725038,0.33333333333333337,0.0,7,31,True,113.0,observed
300200446_,2026-08-01,,blank,шт,True,,,,4.0,8.0,,4.0,,31,23,6.0,2.0,10.25,4.0,10.01249219725038,0.33333333333333337,0.0,8,31,True,121.0,observed
300200446_,2026-09-01,,blank,шт,False,,,,,4.0,4.0,29.0,,32,23,4.0,1.0,10.25,4.0,10.01249219725038,0.33333333333333337,0.0,9,30,True,121.0,observed
300200447_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,1.0,observed
300200447_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,1.0,observed
300200447_,2024-03-01,,blank,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,1.0,observed
300200447_,2024-04-01,,blank,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,1.0,observed
300200447_,2024-05-01,,blank,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,1.0,observed
300200447_,2024-06-01,,blank,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,1.0,observed
300200447_,2024-07-01,,blank,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,1.0,observed
300200447_,2024-08-01,,blank,шт,True,,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,3.0,observed
300200447_,2024-09-01,,blank,шт,True,,,,,,,,,8,0,,0.0,,0.0,,1.0,,9,30,False,3.0,observed
300200447_,2024-10-01,,blank,шт,True,,,,,,,,,9,0,,0.0,,0.0,,1.0,,10,31,False,3.0,observed
300200447_,2024-11-01,,blank,шт,True,,,,,,,,,10,0,,0.0,,0.0,,1.0,,11,30,False,3.0,observed
300200447_,2024-12-01,,blank,шт,True,,,,,,,,,11,0,,0.0,,0.0,,1.0,,12,31,False,3.0,observed
300200447_,2025-01-01,,blank,шт,True,,,,,,,,,12,0,,0.0,,0.0,,1.0,,1,31,False,3.0,observed
300200447_,2025-02-01,,blank,шт,True,,,,,,,,,13,0,,0.0,,0.0,,1.0,,2,28,False,3.0,observed
300200447_,2025-03-01,,blank,шт,True,,,,,,,,,14,0,,0.0,,0.0,,1.0,,3,31,False,3.0,observed
300200447_,2025-04-01,,blank,шт,True,,,,,,,,,15,0,,0.0,,0.0,,1.0,,4,30,False,3.0,observed
300200447_,2025-05-01,,blank,шт,True,,,,,,,,,16,0,,0.0,,0.0,,1.0,,5,31,False,3.0,observed
300200447_,2025-06-01,,blank,шт,True,,,,,,,,,17,0,,0.0,,0.0,,1.0,,6,30,False,3.0,observed
300200447_,2025-07-01,,blank,шт,True,,,,,,,,,18,0,,0.0,,0.0,,1.0,,7,31,False,3.0,observed
300200447_,2025-08-01,,blank,шт,True,,,,,,,,,19,0,,0.0,,0.0,,1.0,,8,31,False,3.0,observed
300200447_,2025-09-01,,blank,шт,True,,,,,,,,,20,0,,0.0,,0.0,,1.0,,9,30,False,3.0,observed
300200447_,2025-10-01,,blank,шт,True,,,,,,,,,21,0,,0.0,,0.0,,1.0,,10,31,False,3.0,observed
