sku,shipment,eta,qty_raw,quantity_status,source_as_of,eta_year_inferred,unit_conversion_confirmed
300200858_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200859_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200860_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200861_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200862_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200863_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200864_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200865_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200866_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200867_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200868_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200869_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200870_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200871_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200872_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200873_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200874_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200875_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200876_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200877_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200878_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200879_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200880_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200881_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200910_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200911_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200912_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200913_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200914_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200915_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200916_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200917_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200918_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200919_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200920_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200921_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200922_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200923_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200924_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200925_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200926_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200927_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200928_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200929_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200930_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200931_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200932_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200887_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200888_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200889_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200890_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200891_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200892_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200893_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200894_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200895_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200896_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200897_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200898_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200899_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200900_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200901_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200902_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200903_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200904_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200905_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200906_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200907_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200908_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200909_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200810_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200811_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200812_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200813_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200814_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200815_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200816_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200817_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200818_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200819_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200820_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200821_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200822_,сэ в пути 24.09,2026-09-24,60.0,observed,2026-09-22,True,False
300200823_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200824_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200825_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200826_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200827_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200828_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200829_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200830_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200831_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200832_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300201148_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300201149_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300201150_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300201151_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300201152_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300201153_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300201154_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300201155_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200968_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200967_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200413_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200313_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200314_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200315_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200316_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200317_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200346_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200318_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200347_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200319_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200320_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200321_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200322_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200323_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200324_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200325_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200326_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200327_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200328_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200330_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200348_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200350_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
300200352_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
LNVA105011,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200381_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200076_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200075_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200226_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200223_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200227_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200225_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200224_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
280300174_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200220_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200219_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030300014_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200221_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200222_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200192_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200201_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
030200193_,сэ в пути 24.09,2026-09-24,37800.0,observed,2026-09-22,True,False
030201459_,сэ в пути 24.09,2026-09-24,12000.0,observed,2026-09-22,True,False
030200203_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
130300026_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
130300027_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
130300028_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
010400436_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
010400432_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
010400440_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
010400444_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
010400447_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
010400433_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
010400437_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
010400441_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
010400445_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
010400448_,сэ в пути 24.09,2026-09-24,0.0,observed,2026-09-22,True,False
